MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date 
93543101,Single-Family,Sold,922,Red Alder Ci,,Houston,77073,Harris,$119950,$119000,01/14/2010 12:00:00 AM,12,IMPERIAL GARDEN SEC 1,,Aldine Area,48 - Spring,CAROLEE BOOKER ELEMENTARY SCHOOL,DUEITT MIDDLE SCHOOL,ANDY DEKANEY H S,2467,$48.62,$48.24,4725,,,,2005,4,2,1,2.1,11,,2,False,,False,2,Traditional,17,17,JJAK01,Jan Jackson Group,PATEP,Peggy Pate,GGPR09,BHGRE Gary Greene,rivadema,Miriam Rivademar,,,11/03/2009 12:00:00 AM
59771774,Single-Family,Sold,6222,Spruce Bough,,Humble,77346,Harris,$121500,$119000,01/22/2010 12:00:00 AM,1,PARKSIDE AT KINGWOOD GLEN,Kingwood,Atascocita North,29 - Humble,OAK FOREST ELEMENTARY SCHOOL (HUMBLE),TIMBERWOOD MIDDLE SCHOOL,ATASCOCITA HIGH SCHOOL,1432,$84.85,$83.10,4866,,,,2002,3,2,0,2,9,1,1,False,,False,2,"Ranch, Traditional",46,46,MORG01,"Lou Morgan, REALTOR",KELLY,Kelly Polasek,RMXX01,RE/MAX Associates Northeast,JESTERJ,Joanne Jester,,,10/24/2009 12:00:00 AM
61741637,Single-Family,Sold,15030,Tilley,,Houston,77084,Harris,$119000,$119000,01/25/2010 12:00:00 AM,8,CONCORD COLONY 1,,Eldridge North,13 - Cypress-Fairbanks,HORNE ELEMENTARY SCHOOL,TRUITT MIDDLE SCHOOL,CYPRESS FALLS HIGH SCHOOL,1688,$70.50,$70.50,7700,,,,1983,3,2,0,2,8,1,1,False,,False,2,Traditional,75,75,RMXR01,RE/MAX Compass,CYDNEY,Cydney Parker,BERK01,Berkshire Hathaway HomeService,KARENV,Karen Vicknair,,,07/19/2009 12:00:00 AM
65932545,Single-Family,Sold,10002,Briarwild,,Houston,77080,Harris,$120000,$119000,01/28/2010 12:00:00 AM,24,ENCHANTED WOODS 1,,Spring Branch,49 - Spring Branch,PINE SHADOWS ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,2123,$56.52,$56.05,9251,,,,1963,5,2,0,2,12,1,2,False,,False,2,Traditional,120,120,KWKT01,Keller Williams Premier Realty,DROZIER,David Rozier,CXCL01,Xcel Properties,GRUSK,Gary Rusk,,,06/15/2009 12:00:00 AM
25180484,Single-Family,Sold,9239,Sunlit Park,,Humble,77396,Harris,$119900,$118800,01/04/2010 12:00:00 AM,1,CANYON VILLAGE AT PARK LAKES,,Humble Area East,29 - Humble,PARK LAKES ELEMENTARY SCHOOL,HUMBLE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,1835,$65.34,$64.74,5395,,,,2005,3,2,0,2,9,1,1,False,,False,2,Traditional,61,61,TRIL01,Trillionaire Realty,THELIGHT,Chris Lawrence,TRIL01,Trillionaire Realty,THELIGHT,Chris Lawrence,,,09/30/2009 12:00:00 AM
83553024,Single-Family,Sold,11726,Green Coral,,Houston,77044,Harris,$117770,$118700,01/19/2010 12:00:00 AM,2,GREENSBROOK PLACE,,Northeast Houston,46 - Sheldon,GARRETT ELEMENTARY SCHOOL,MICHAEL R. NULL MIDDLE SCHOOL,CE KING HIGH SCHOOL,2284,$51.56,$51.97,,,,,2009,4,2,1,2.1,9,1,2,True,Never Lived In,False,2,Contemporary/Modern,167,167,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,08/04/2009 12:00:00 AM
77554174,Single-Family,Sold,8510,Ruthby,,Houston,77061,Harris,$119900,$118500,01/20/2010 12:00:00 AM,3,MEADOWBROOK FWY 1,,Hobby Area,27 - Houston,LEWIS/Bellfort Academy,ORTIZ MIDDLE SCHOOL,CHAVEZ HIGH SCHOOL,1936,$61.93,$61.21,7884,,,,1961,3,2,0,2,10,,1.5,False,,False,2,Traditional,53,53,KWHM01,Keller Williams Realty Metropolitan,jlg,Luis Garza,SUAN02,Berkshire Hathaway HomeService Anderson Properties,SARAB,Sara Black,,,09/12/2009 12:00:00 AM
68150544,Single-Family,Sold,16123,Sheldon,,Houston,77044,Harris,$113990,$118226,01/13/2010 12:00:00 AM,1,SHELDON RIDGE WAY,,North Channel,46 - Sheldon,SHELDON ELEMENTARY SCHOOL,MICHAEL R. NULL MIDDLE SCHOOL,CE KING HIGH SCHOOL,2279,$50.02,$51.88,5040,,,,2009,4,2,1,2.1,9,1,2,True,To Be Built/Under Construction,False,2,Contemporary/Modern,65,65,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,10/27/2009 12:00:00 AM
31091864,Single-Family,Sold,19214,Clevera Walk,,Houston,77084,Harris,$122990,$118107,01/07/2010 12:00:00 AM,25,LAKE RIDGE,,Katy - North,30 - Katy,RHOADS ELEMENTARY SCHOOL,MAYDE CREEK JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,2375,$51.79,$49.73,5040,,,,2009,4,2,1,2.1,9,1,2,True,Never Lived In,False,2,Contemporary/Modern,38,38,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,10/30/2009 12:00:00 AM
68585745,Single-Family,Sold,4034,Eagle Bluff,,Houston,77082,Harris,$125000,$118000,01/19/2010 12:00:00 AM,37,CLAYTON GREENS,,Mission Bend Area,2 - Alief,REES ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,OTHER,1850,$67.57,$63.78,9395,,,,2002,3,2,0,2,9,1,1,False,,False,2,Traditional,0,463,COTE01,Cote Real Estate,MARIEE,Angela Elliott,AMCH01,"Ameri Choice Realty, LLC",LAGOU,Liliana Lagou,,,01/01/2010 12:00:00 AM
43022939,Single-Family,Sold,10331,Londonderry,,Houston,77043,Harris,$117900,$118000,01/04/2010 12:00:00 AM,24,BECKHAM PLACE,,Spring Branch,49 - Spring Branch,SHADOW OAKS ELEMENTARY SCHOOL,SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1546,$76.26,$76.33,8875,,,,1965,4,2,0,2,9,0,1,False,,False,2,Traditional,14,14,AMIH01,A.M. Real Estate,ELLISBEC,Becky Ellis,DGTY01,"John Daugherty, REALTORS",KOrton,Karre Orton,,,11/25/2009 12:00:00 AM
45195078,Single-Family,Sold,7062,Cole Creek,,Houston,77092,Harris,$129900,$118000,01/15/2010 12:00:00 AM,9,COLE CREEK MANOR 2,,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,1732,$75.00,$68.13,12898,0.29,,,1960,4,2,0,2,9,1,1,False,,False,1,Ranch,22,22,HHSR01,Real Living Houston Home Sales,LWILLIAM,Larry Williams,PBME01,Realty Associates,NMURRY,Nettie Murry,,,11/24/2009 12:00:00 AM
95844122,Single-Family,Sold,15219,Silverman,,Webster,77598,Harris,$124500,$118000,01/29/2010 12:00:00 AM,7,STERLING KNOLL 1,,Clear Lake Area,9 - Clear Creek,NORTH POINTE ELEMENTARY SCHOOL,CLEARLAKE INTERMEDIATE SCHOOL,CLEAR BROOK HIGH SCHOOL,1671,$74.51,$70.62,7320,,,,1981,3,2,1,2.1,9,1,2,False,,False,2,Traditional,34,84,CREG01,Champions Real Estate Group,MARFLOR,Mary Flores,RMXD01,RE/MAX Space Center-Clear Lake,HAMMERLB,Ben Hammerle,,,11/11/2009 12:00:00 AM
951477,Single-Family,Sold,11814,Brantley Haven,,Tomball,77375,Harris,$122000,$118000,01/08/2010 12:00:00 AM,14,NORTHPOINTE EAST SEC 02,,Spring/Klein/Tomball,32 - Klein,KOHRVILLE ELEMENTARY SCHOOL,ULRICH INTERMEDIATE SCHOOL,KLEIN HIGH SCHOOL,1756,$69.48,$67.20,5361,,,,2003,3,2,0,2,8,,1,False,,False,2,Traditional,60,60,RELM03,Realm Real Estate Professional,CAMERONH,Cameron Hill,GGPR09,BHGRE Gary Greene,COXCD,Charles Cox,,,11/09/2009 12:00:00 AM
8003718,Single-Family,Sold,15426,Sterling Lake,,Houston,77095,Harris,$117000,$118000,01/14/2010 12:00:00 AM,8,COPPERFIELD MIDDLEGATE VLG 1,,Copperfield Area,13 - Cypress-Fairbanks,FIEST ELEMENTARY SCHOOL,LABAY MIDDLE SCHOOL,CYPRESS FALLS HIGH SCHOOL,2130,$54.93,$55.40,7700,,,,1981,3,2,0,2,10,1,1,False,,False,2,Contemporary/Modern,36,36,RMRC01,RE/MAX Realty Center,CPYE,Colleen Pye,TTCI01,T.C.I Realty Services,TROUTNER,Jared Troutner,,,10/24/2009 12:00:00 AM
71752459,Single-Family,Sold,20710,Ricewood Village,,Katy,77449,Harris,$130650,$117990,01/11/2010 12:00:00 AM,25,RICEWOOD VILLAGE,,Bear Creek South,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,2279,$57.33,$51.77,6197,,,,2009,4,2,1,2.1,10,1,2,True,To Be Built/Under Construction,False,2,Contemporary/Modern,91,91,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,CREG01,Champions Real Estate Group,dansi,Mukadas Kurban,,,09/17/2009 12:00:00 AM
48407006,Single-Family,Sold,1435,Joy Oaks,,Houston,77073,Harris,$129540,$117915,01/29/2010 12:00:00 AM,12,Meadowview Farms,,Aldine Area,1 - Aldine,DUNN ELEMENTARY SCHOOL (ALDINE),LEWIS MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),1643,$78.84,$71.77,4400,,,,2009,3,2,1,2.1,9,0,2,True,Never Lived In,False,2,Traditional,12,92,LENR01,Lennar Homes/Village Builders,MILLERW,Wendell Miller,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,12/07/2009 12:00:00 AM
18529138,Single-Family,Sold,1110,Fairlane,,Channelview,77530,Harris,$114900,$117900,01/29/2010 12:00:00 AM,2,STERLING GREEN SOUTH,,North Channel,8 - Channelview,OTHER,OTHER,CHANNELVIEW HIGH SCHOOL,2126,$25.03,$55.46,4590,,,,2003,4,2,1,2.1,11,,2,False,,False,2,Traditional,80,80,GGPR21,BHGRE Gary Greene,pcj,Pablo Serrano,UCHE01,B & G Realty,CHAPMAN,Aleta Chapman,,,10/22/2009 12:00:00 AM
93114013,Single-Family,Sold,6018,Sandy Valley,,Katy,77449,Harris,$115000,$117900,01/28/2010 12:00:00 AM,25,SETTLERS VILLAGE SEC 3,,Bear Creek South,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),HOPPER MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,1881,$61.14,$62.68,6293,,,,2000,3,2,0,2,10,1,1,False,,False,2,Traditional,56,56,MADD01,Mark Dimas Properties,MDIMAS,Mark Dimas,RELM01,Realm Real Estate Professional,mljessie,Maryellien Lewis-Jessie,,,09/26/2009 12:00:00 AM
59912441,Single-Family,Sold,7519,Brinkworth,,Houston,77070,Harris,$115900,$117900,01/22/2010 12:00:00 AM,13,PRESTONWOOD FOREST 3,,Champions Area,13 - Cypress-Fairbanks,HANCOCK ELEMENTARY SCHOOL (CY-FAIR),BLEYL MIDDLE SCHOOL,CYPRESS CREEK HIGH SCHOOL,2720,$42.61,$43.35,9000,,,,1976,5,2,1,2.1,12,1,2,False,,True,2,Traditional,35,35,AAAD01,"AAA Diamond Homes of Texas,Inc",JMCast,Jessica Castillo,DRMH01,"Dream Home Realty, LLC",CGA,Christian Aguilera,,,09/14/2009 12:00:00 AM
72699314,Single-Family,Sold,5018,Grove Square,,Katy,77449,Harris,$110990,$117740,01/18/2010 12:00:00 AM,25,RICEWOOD VILLAGE,,Bear Creek South,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,1700,$65.29,$69.26,4869,,,,2009,3,2,0,2,8,1,1,True,To Be Built/Under Construction,False,2,Contemporary/Modern,21,21,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,MMLM01,Morton Signature Properties,HAROL,Linda Morton Haro,,,12/17/2009 12:00:00 AM
16998429,Single-Family,Sold,1002,Chippenham,,Katy,77450,Harris,$107910,$117500,01/28/2010 12:00:00 AM,36,NOTTINGHAM COUNTRY 04,,Katy - Southeast,30 - Katy,NOTTINGHAM COUNTRY ELEMENTARY SCHOOL,MEMORIAL PARKWAY JUNIOR HIGH SCHOOL,TAYLOR HIGH SCHOOL (KATY),1906,$56.62,$61.65,7580,,,,1979,3,2,0,2,10,1,1,False,,False,2,Traditional,5,5,CPAR01,Carolyn Parker & Assoc. LLC,CPARKER,Carolyn Parker,CPAR01,Carolyn Parker & Assoc. LLC,BEDFORDR,Patric Riggs,,,11/19/2009 12:00:00 AM
64216493,Single-Family,Sold,3818,Almeda Genoa,,Houston,77047,Harris,$116000,$117000,01/11/2010 12:00:00 AM,3,MINNETEX PLACE,,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,OTHER,WORTHING HIGH SCHOOL,2464,$47.08,$47.48,217800,,,,1950,3,2,0,2,4,,1,False,,False,0,Traditional,7,7,REGG01,"Reggie Russell, REALTOR",RUSSR,Reggie Russell,REGG01,"Reggie Russell, REALTOR",RUSSR,Reggie Russell,,,12/16/2009 12:00:00 AM
23248054,Single-Family,Sold,9630,Top Gallant,,Houston,77065,Harris,$120000,$117000,01/27/2010 12:00:00 AM,10,Steeplechase,,1960/Cypress,13 - Cypress-Fairbanks,EMMOTT ELEMENTARY SCHOOL,CAMPBELL MIDDLE SCHOOL,CYPRESS RIDGE HIGH SCHOOL,1526,$78.64,$76.67,7650,,,,1984,3,2,0,2,7,1,2,False,,False,2,Traditional,29,29,KWHW01,Keller Williams Realty- Signature,lok,Karina Loken,TNHN01,Texas New Home Network,hovis,Donna Hovis,,,11/26/2009 12:00:00 AM
69896495,Single-Family,Sold,2947,Greenvalley Trail,,Katy,77449,Harris,$117999,$117000,01/13/2010 12:00:00 AM,25,SUNDOWN GLEN SEC 6,,Katy - North,30 - Katy,STEPHENS ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,1577,$74.82,$74.19,7035,,,,1996,3,2,0,2,8,1,1,False,,True,2,Traditional,75,75,KWSW01,Keller Williams Realty -SW,zahabia,Zahabia Bandukwala,TRCN01,Tricon Homes,BEATRICE,Beatrice Jaramillo,,,10/01/2009 12:00:00 AM
35677232,Single-Family,Sold,14715,Woodward Gardens,,Houston,77082,Harris,$123500,$116500,01/26/2010 12:00:00 AM,37,WEST BEND 1,,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,OTHER,2470,$50.00,$47.17,7050,,,,1983,3,2,1,2.1,11,1,2,False,,False,2,Contemporary/Modern,40,40,PBME01,Realty Associates,muse,Passion Muse,RSOH01,NetWorth Realty of Houston LLC,TPARRISH,Thomas Parrish,,,11/04/2009 12:00:00 AM
71519830,Single-Family,Sold,10819,Creek Mist,,Cypress,77433,Harris,$118000,$116500,01/11/2010 12:00:00 AM,8,RIATA WEST,,Cypress South,13 - Cypress-Fairbanks,POSTMA ELEMENTARY SCHOOL,SPILLANE MIDDLE SCHOOL,CYPRESS WOODS HIGH SCHOOL,1947,$60.61,$59.84,5500,,,,2006,3,2,0,2,9,0,1,False,,False,2,Traditional,88,116,AMIH01,A.M. Real Estate,ELLISBEC,Becky Ellis,STBN01,Stoneburner & Associates,ZVETI,Zvetlana Solomie,,,08/06/2009 12:00:00 AM
44981846,Single-Family,Sold,6926,Careywood,,Houston,77040,Harris,$124230,$116340,01/07/2010 12:00:00 AM,11,AUDUBON LAKE,,Northwest Houston,13 - Cypress-Fairbanks,POST ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,1779,$69.83,$65.40,5830,,,,2009,3,2,0,2,8,1,1,True,To Be Built/Under Construction,False,2,Contemporary/Modern,8,8,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,INTQ01,Inteq Realty,JIMENEMA,Martin Jimenez,,,12/06/2009 12:00:00 AM
32494933,Single-Family,Sold,1310,Brookhollow,,Deer Park,77536,Harris,$115000,$116000,01/15/2010 12:00:00 AM,6,PARKVIEW WEST,,Deer Park,16 - Deer Park,CARPENTER ELEMENTARY SCHOOL (DEER PARK),BONNETTE JUNIOR HIGH SCHOOL,DEER PARK HIGH SCHOOL,1491,$77.13,$77.80,7245,,,,1978,3,2,0,2,6,1,1,False,,False,2,Traditional,6,149,COLD32,"Coldwell Banker United,",WEBBR,Robin Webb,RMXL01,"RE/MAX Lone Star, REALTORS",KHARDIN,Kristine Hardin,,,01/05/2010 12:00:00 AM
94456479,Single-Family,Sold,12053,Champion Forest,,Houston,77066,Harris,$113000,$116000,01/29/2010 12:00:00 AM,13,GREENWOOD FOREST 6 RP RES N,,1960/Cypress Creek South,32 - Klein,GREENWOOD FOREST ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2001,$56.47,$57.97,5775,,,,1978,3,2,0,2,9,1,2,False,,False,2,Traditional,17,548,LYTN01,Layton and Associates,DRLAY,David Layton,CENR01,Century 21 Ross Group,ROSSGA,Gayle Ross,,,01/02/2010 12:00:00 AM
81437095,Single-Family,Sold,311,Kensington,,Pasadena,77502,Harris,$116000,$116000,01/15/2010 12:00:00 AM,6,QUEENS COURT SEC 2 AMENDED,,Pasadena,41 - Pasadena,L F SMITH ELEMENTARY SCHOOL,QUEENS INTERMEDIATE SCHOOL,PASADENA HIGH SCHOOL,1305,$88.89,$88.89,5292,,,,1998,3,2,0,2,8,0,1,False,,False,2,Traditional,14,14,GARC01,Carlos Garcia Realty,GARCIAII,Carlos Garcia II,HRTL01,Houston Realty,elsag,Elsa Garcia,,,11/23/2009 12:00:00 AM
92993237,Single-Family,Sold,20415,Viola,,Humble,77338,Harris,$116000,$116000,01/08/2010 12:00:00 AM,12,CYPRESSWOOD POINT,,Humble Area West,1 - Aldine,MAGRILL ELEMENTARY SCHOOL,TEAGUE MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),2606,$44.51,$44.51,6900,,,,2006,4,2,1,2.1,11,1,2,False,,False,2,Traditional,10,153,OLDE01,Olde Homestead Properties of,MISSB,Barbara Gardner,CREG01,Champions Real Estate Group,JORGEAG,Jorge Garcia,,,11/27/2009 12:00:00 AM
16480516,Single-Family,Sold,15315,Brock,,Cypress,77429,Harris,$115900,$116000,01/13/2010 12:00:00 AM,35,Forest Creek Farms Partial R,,Cypress North,13 - Cypress-Fairbanks,BLACK ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),GOODSON MIDDLE SCHOOL,CYPRESS WOODS HIGH SCHOOL,1403,$82.61,$82.68,5250,,,,2005,3,2,0,2,8,1,1,False,,False,2,Traditional,32,215,AGGE01,RE/MAX Preferred Homes,JEANMACH,Jeanne Machrowicz,GGPR07,BHGRE Gary Greene,RAJONES,Raymond Jones,,,10/31/2009 12:00:00 AM
38828221,Single-Family,Sold,14606,Gearen,,Cypress,77429,Harris,$116000,$116000,01/12/2010 12:00:00 AM,35,VILLAGES ON GRANT,,Cypress North,13 - Cypress-Fairbanks,BLACK ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),HAMILTON MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CY-FAIR HIGH SCHOOL,2301,$50.41,$50.41,6771,,,,2005,4,2,1,2.1,11,0,2,False,,False,2,Traditional,43,43,TRPR01,"The Treadstone Realty Group,",PRIMEAUX,Kirt Primeaux,RMXP01,"RE/MAX Westside, REALTORS",TRACYS,Tracy Strickland,,,10/23/2009 12:00:00 AM
30354442,Single-Family,Sold,21150,Woodland Green,,Katy,77449,Harris,$119000,$116000,01/05/2010 12:00:00 AM,25,WESTFIELD PINES SEC 1,,Bear Creek South,13 - Cypress-Fairbanks,EMERY ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,2138,$55.66,$54.26,9200,,,,1993,3,2,1,2.1,8,1,2,False,,True,2,Traditional,25,25,KWNW02,Keller Williams Realty Greater Northwest,tigerdog,Gene Glaeser,RMXG01,RE/MAX Professional Group,OURLP,Jeffrey Martin,,,09/21/2009 12:00:00 AM
54761840,Single-Family,Sold,18303,Fieldbluff,,Katy,77449,Harris,$119000,$116000,01/01/2010 12:00:00 AM,25,CYPRESS FALLS,,Bear Creek South,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,2391,$49.77,$48.52,6196,,,,2005,4,2,1,2.1,7,1,2,False,,False,2,Traditional,126,289,RMRC01,RE/MAX Realty Center,MIBARRA,Michelle Gonzales,RMXR01,RE/MAX Compass,GTassoc,Greg Nino,,,07/31/2009 12:00:00 AM
55577140,Single-Family,Sold,21919,Westfield Ridge,,Houston,77073,Harris,$119000,$116000,01/27/2010 12:00:00 AM,12,CYPRESS TERRACE SEC 1,,Aldine Area,1 - Aldine,MAGRILL ELEMENTARY SCHOOL,LEWIS MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),2297,$51.81,$50.50,4840,,,,2004,4,2,1,2.1,9,1,2,False,,False,2,Traditional,194,375,FYIR01,FYI Realty,DRAD,David Radney,FYIR01,FYI Realty,DRAD,David Radney,,,05/05/2009 12:00:00 AM
85194468,Single-Family,Sold,9730,Raul Hector,,Houston,77075,Harris,$110000,$115000,01/11/2010 12:00:00 AM,3,LAS PALMITAS,,Southbelt/Ellington,41 - Pasadena,JESSUP ELEMENTARY SCHOOL,SOUTHHOUSTON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1488,$73.92,$77.28,6163,,,,2002,3,2,0,2,4,0,1,False,,False,2,Traditional,21,21,WOOO01,Womack Development,CARSONDH,Dorothy Carson,FYIR01,FYI Realty,nen,Norma Shahda,,,11/19/2009 12:00:00 AM
47511224,Single-Family,Sold,3335,Clipper Winds,,Houston,77084,Harris,$116500,$115000,01/04/2010 12:00:00 AM,8,BARKERS CROSSING,,Katy - North,30 - Katy,SCHMALZ ELEMENTARY SCHOOL,MAYDE CREEK JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,1935,$60.21,$59.43,,,,,2006,3,2,1,2.1,10,,2,False,,False,2,Traditional,34,60,RMXP01,"RE/MAX Westside, REALTORS",POLLACKS,Shannon Pollack,GGPR09,BHGRE Gary Greene,woodwind,Joseph Sasnett,,,11/06/2009 12:00:00 AM
91744974,Single-Family,Sold,9906,Bromel Station,,Houston,77070,Harris,$122900,$115000,01/31/2010 12:00:00 AM,13,MEMORIAL CHASE SEC 3,,Champions Area,32 - Klein,KRAHN ELEMENTARY SCHOOL,ULRICH INTERMEDIATE SCHOOL,KLEIN HIGH SCHOOL,2531,$48.56,$45.44,7800,,,,1980,5,3,0,3,10,1,2,False,,False,2,Traditional,93,93,ERAR01,ERA Tramco Realty,HATCHERK,Kitty Williams,RMCV01,RE/MAX CityView,RILEYJ,Jeffrey Riley,,,10/13/2009 12:00:00 AM
96379446,Single-Family,Sold,3402,Truckee,,Houston,77082,Harris,$119900,$115000,01/30/2010 12:00:00 AM,31,WESTPARK VLG 1,,Alief,2 - Alief,HEFLIN ELEMENTARY SCHOOL,O'DONNELL MIDDLE SCHOOL,OTHER,2104,$16.65,$54.66,7200,,,,1981,4,2,1,2.1,10,1,2,False,,False,2,Traditional,41,192,ROYA01,Royalty Realty,Faraha,Jamal Abuhantesh,SUMM01,Summit Properties,HANDYO,Opal Handy,,,09/21/2009 12:00:00 AM
64199457,Single-Family,Sold,3427,Singleton,,Baytown,77521,Harris,$117900,$115000,01/29/2010 12:00:00 AM,2,SINGLETON J W,,Baytown/Harris County,23 - Goose Creek,JAMES BOWIE ELEMENTARY SCHOOL (GOOSE CREEK),CEDAR BAYOU J H,STERLING HIGH SCHOOL (GOOSE CREEK),3900,$30.23,$29.49,32670,,,,1950,4,3,0,3,5,,2,False,,True,2,Traditional,142,142,utxr01,"UTR TEXAS, REALTORS",CORINAG,Corina Garcia,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,08/26/2009 12:00:00 AM
11421764,Single-Family,Sold,5911,Minor,,Houston,77085,Harris,$115000,$115000,01/15/2010 12:00:00 AM,20,GREENPARK,,Five Corners,27 - Houston,HINES-CALDWELL ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1703,$67.53,$67.53,5917,,,,2005,3,2,1,2.1,3,,2,False,,False,2,Colonial,39,39,PBME01,Realty Associates,tucasa,Angelica Tavarez,PBME01,Realty Associates,tucasa,Angelica Tavarez,,,11/03/2009 12:00:00 AM
26363604,Single-Family,Sold,24103,Whitefield,,Katy,77493,Harris,$114900,$114900,01/06/2010 12:00:00 AM,25,Williamsburg Parish,,Katy - North,30 - Katy,WINBORN ELEMENTARY SCHOOL,KATY JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,1970,$58.32,$58.32,6900,,,,1992,3,2,0,2,9,1,1,False,,False,2,Traditional,41,41,KWPR01,Keller Williams Professionals,OMUNOZ,Oscar Munoz,BRYT01,Bryant Realty & Investment Ser,JSKELTON,James Skelton,,,10/29/2009 12:00:00 AM
78700524,Single-Family,Sold,17819,Deep Shade,,Humble,77356,Harris,$114810,$114635,01/07/2010 12:00:00 AM,1,CLAYTONS PARK,,Atascocita South,29 - Humble,WHISPERING PINES ELEMENTARY SCHOOL,HUMBLE MIDDLE SCHOOL,HUMBLE HIGH SCHOOL,1931,$59.46,$59.37,,,,,2009,3,2,1,2.1,7,1,2,True,To Be Built/Under Construction,False,2,Contemporary/Modern,28,28,RMCR01,RE/MAX Cinco Ranch,HOFER,Dan Hofer,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,10/23/2009 12:00:00 AM
29948664,Single-Family,Sold,2234,Brimmage,,Houston,77067,Harris,$114900,$114150,01/25/2010 12:00:00 AM,13,HERITAGE VILLAGE SEC 6,,1960/Cypress Creek South,48 - Spring,HERITAGE ELEMENTARY SCHOOL (SPRING),STELLE CLAUGHTON MIDDLE SCHOOL,ANDY DEKANEY H S,2390,$10.87,$47.76,10575,,,,2005,4,2,1,2.1,9,1,2,False,,False,2,Contemporary/Modern,15,15,CHRS01,Christian Real Property Assoc.,PWilliams,Patricia Williams Shaw,KWPR01,Keller Williams Professionals,HAMED,Hamed Khan,,,12/07/2009 12:00:00 AM
